title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Absolute game changer!,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2023-02-18 00:00:00 UTC,Riley Robinson,riley529@icloud.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-02-19 00:00:00 UTC,Lauren Flores,laurenflores694@live.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,"Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2024-02-11 00:00:00 UTC,Isabella Lopez,isabella_lopez@yahoo.com,,nestli-embrace-sling-carrier,,
Carrier of the year,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2024-09-05 00:00:00 UTC,Kinsley Phillips,kinsley_phillips515@msn.com,,nestli-embrace-sling-carrier,,
"Good quality, learning curve",Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2024-02-08 00:00:00 UTC,Aria Brown,aria.brown@aol.com,,nestli-embrace-sling-carrier,,
Best purchase of 2024,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2024-08-05 00:00:00 UTC,Josephine Carter,josephine_carter831@aol.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2023-07-13 00:00:00 UTC,Isla Allen,isla_allen@icloud.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-07-30 00:00:00 UTC,Scarlett Foster,sfoster298@aol.com,,nestli-embrace-sling-carrier,,
Great for travel,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2023-01-04 00:00:00 UTC,Amanda Diaz,diaza@hotmail.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2024-01-24 00:00:00 UTC,Leah Morales,leahmorales516@icloud.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2023-07-18 00:00:00 UTC,Valentina Russell,valentina.russell821@live.com,,nestli-embrace-sling-carrier,,
"Good carrier, slight adjustment needed",Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2024-08-16 00:00:00 UTC,Madeline Harris,madeline@live.com,,nestli-embrace-sling-carrier,,
"Nice carrier, minor issue with strap",Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2023-02-28 00:00:00 UTC,Jeffrey Green,jeffrey@gmail.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-09-17 00:00:00 UTC,David Smith,david@hotmail.com,,nestli-embrace-sling-carrier,,
Best carrier I've ever owned,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2023-07-03 00:00:00 UTC,Chloe Gutierrez,gutierrezc776@outlook.com,,nestli-embrace-sling-carrier,,
My sanity saver,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-10-24 00:00:00 UTC,Eric Flores,eric@msn.com,,nestli-embrace-sling-carrier,,
This saved my postpartum,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2023-07-11 00:00:00 UTC,Sophie Johnson,sophiejohnson626@msn.com,,nestli-embrace-sling-carrier,,
The only carrier I recommend,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2025-05-02 00:00:00 UTC,Nathan Lopez,nathan@outlook.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2025-01-11 00:00:00 UTC,Tyler Nelson,tyler@live.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2023-03-10 00:00:00 UTC,Sophie Adams,adamss@gmail.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2023-08-16 00:00:00 UTC,Violet Cox,violet_cox@live.com,,nestli-embrace-sling-carrier,,
Finally sleeping again,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-10-07 00:00:00 UTC,Anna Cook,annacook954@hotmail.com,,nestli-embrace-sling-carrier,,
Good but takes practice,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-11-29 00:00:00 UTC,Ava Sanchez,sanchez_a316@outlook.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-02-23 00:00:00 UTC,Lauren Nguyen,nguyen_l818@outlook.com,,nestli-embrace-sling-carrier,,
My pediatrician approved it,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-05-25 00:00:00 UTC,Camila King,camila293@yahoo.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one","My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2024-01-13 00:00:00 UTC,Evelyn Hill,ehill495@yahoo.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2024-06-02 00:00:00 UTC,Hazel Cooper,hcooper717@hotmail.com,,nestli-embrace-sling-carrier,,
"Great carrier, wish it came with more colors","Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2023-10-08 00:00:00 UTC,Layla Price,pricel371@outlook.com,,nestli-embrace-sling-carrier,,
Great for travel,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-10-03 00:00:00 UTC,Alexa Davis,alexa@gmail.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2023-03-18 00:00:00 UTC,Mila Turner,mturner973@live.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it",My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2025-04-22 00:00:00 UTC,Ryan Kelly,rkelly805@yahoo.com,,nestli-embrace-sling-carrier,,
"Good carrier, slight adjustment needed",Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2023-07-24 00:00:00 UTC,Kevin Cooper,kcooper162@gmail.com,,nestli-embrace-sling-carrier,,
Worth every single penny,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2025-01-31 00:00:00 UTC,Alexander Diaz,diaza801@live.com,,nestli-embrace-sling-carrier,,
Best carrier I've ever owned,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2023-12-19 00:00:00 UTC,Lauren Hughes,lhughes367@outlook.com,,nestli-embrace-sling-carrier,,
Good but takes practice,Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2024-02-27 00:00:00 UTC,Benjamin Williams,benjamin783@live.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-03-05 00:00:00 UTC,Joshua King,jking16@aol.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2024-11-13 00:00:00 UTC,Hannah Edwards,edwards_h170@icloud.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2025-03-06 00:00:00 UTC,Nevaeh Harris,harris_n@msn.com,,nestli-embrace-sling-carrier,,
Carrier of the year,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2023-11-21 00:00:00 UTC,Chloe Gonzalez,gonzalezc@gmail.com,,nestli-embrace-sling-carrier,,
"Great carrier, wish it came with more colors",Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2024-09-28 00:00:00 UTC,Frank Russell,frank@yahoo.com,,nestli-embrace-sling-carrier,,
4 stars — great product,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-10-08 00:00:00 UTC,Monica Martin,monicamartin@hotmail.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-08-14 00:00:00 UTC,Jacob Smith,jacobsmith820@hotmail.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2024-01-24 00:00:00 UTC,Timothy Torres,torres.t76@msn.com,,nestli-embrace-sling-carrier,,
"Great quality, took time to adjust",Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2024-07-11 00:00:00 UTC,Layla Stewart,layla51@hotmail.com,,nestli-embrace-sling-carrier,,
"Great quality, took time to adjust","Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2024-12-29 00:00:00 UTC,Kayla Foster,kaylafoster@icloud.com,,nestli-embrace-sling-carrier,,
My baby only sleeps in this now,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2024-08-27 00:00:00 UTC,Monica Cruz,monica.cruz@gmail.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-11-22 00:00:00 UTC,Anthony Wilson,anthony_wilson@live.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-02-28 00:00:00 UTC,Brooklyn Morris,brooklyn.morris@live.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-09-15 00:00:00 UTC,Jack King,jack_king629@yahoo.com,,nestli-embrace-sling-carrier,,
